CustomerID,Age,Gender,MaritalStatus,NumDependents,EducationLevel,EmploymentStatus,AnnualIncome,CreditScore,AccountAgeMonths,NumProducts,HasCreditCard,HasCheckingAccount,HasSavingsAccount,HasLoan,HasMortgage,AccountBalance,CreditLimit,MonthlyTransactions,AvgTransactionAmount,MonthlyAccountSpending,ATMUsageFrequency,OnlineBankingUsage,MobileAppUsage,ComplaintsFiledLastYear,ComplaintsResolved,ServiceCallsLastMonth,CreditUtilizationRatio,DaysWithoutActivity,Churn
2130,64,Male,Married,1,Bachelor,Unemployed,186590,617,36,5,1,1,1,0,0,170350,2794,16,4229,11185,5,3,1,1,0,0,0.38867466566027264,96,0
2081,68,Male,Single,1,Doctorate,Retired,24695,451,100,3,1,1,1,1,0,379458,41272,27,2477,4046,17,29,4,2,2,2,0.8329165197810076,112,1
1032,29,Male,Married,1,Master,Self-Employed,191172,739,75,3,1,1,1,1,0,494832,14773,50,1954,8055,1,14,5,4,4,1,0.08026459052524759,113,1
2821,29,Female,Single,0,Master,Unemployed,71468,571,28,2,0,1,1,1,0,121448,5357,61,3790,13272,14,29,12,0,1,1,0.6796383660574911,18,0
2998,77,Male,Widowed,2,Bachelor,Employed,60209,341,102,2,0,0,0,0,0,427797,6490,16,3804,18074,10,22,16,1,2,0,0.6069996926457933,47,0
2326,43,Male,Widowed,3,High School,Self-Employed,149858,766,69,5,1,1,1,0,0,164313,26903,54,2831,11945,2,10,14,0,3,0,0.7642009688517643,13,0
1053,69,Female,Divorced,2,High School,Retired,121505,702,8,3,1,1,1,1,0,355877,6310,80,1272,12340,7,23,8,1,2,0,0.020495496358135634,102,0
2068,47,Female,Widowed,4,Bachelor,Employed,71616,711,9,1,1,1,1,0,0,316201,23012,45,3215,3518,5,1,13,4,0,1,0.30582521745841895,12,1
2378,47,Male,Widowed,0,Master,Unemployed,20209,611,43,5,1,1,1,0,0,236130,30422,40,2677,7040,8,13,18,2,2,1,0.11446083592470147,21,0
1479,77,Male,Widowed,2,Doctorate,Retired,67598,837,97,3,1,1,1,0,0,402201,47104,56,1179,10281,7,3,1,1,0,2,0.44645009111136336,11,0
2914,61,Female,Widowed,1,Doctorate,Retired,101214,355,4,3,1,1,1,1,0,318948,47759,20,2146,2405,12,19,0,0,4,0,0.3708623272579269,122,1
1225,45,Female,Single,0,Doctorate,Retired,132201,672,66,3,0,1,1,0,0,185085,19774,63,3098,7739,14,26,10,0,1,2,0.12282024807429903,21,0
2375,55,Female,Divorced,3,Master,Unemployed,123021,315,5,1,0,1,1,0,1,277382,5254,95,4009,12239,9,8,0,2,2,0,0.2116322340069443,40,0
1937,74,Male,Divorced,4,Bachelor,Employed,109493,795,59,2,1,1,1,0,1,61488,49078,33,3085,16739,2,19,11,3,3,2,0.5716038505776799,86,1
2812,53,Female,Single,2,High School,Employed,185301,405,75,5,1,1,1,0,0,77557,2650,29,1119,17286,5,18,10,4,4,1,0.24966147414934092,28,1
1648,33,Female,Widowed,1,Master,Employed,132143,312,58,3,0,1,1,0,0,294294,27567,31,2810,1835,7,6,4,1,1,2,0.16855856272030412,120,1
1128,58,Male,Divorced,1,Doctorate,Unemployed,47862,687,79,1,0,1,0,0,1,495807,5114,22,3117,17772,1,29,4,1,2,1,0.07108894824421708,22,0
2995,41,Male,Widowed,3,Bachelor,Employed,126898,420,53,1,1,1,1,1,0,229355,47827,19,4247,14089,11,24,7,2,1,0,0.19326569060760956,67,0
2642,40,Female,Married,2,Doctorate,Retired,149669,817,98,3,0,0,1,1,0,70779,45441,19,4283,19077,9,12,6,2,0,1,0.2514801950137775,116,1
1401,42,Female,Single,1,High School,Employed,27310,424,88,1,1,0,0,0,0,139585,6911,87,1285,9079,6,4,9,4,3,2,0.24110298890663484,108,1
2744,53,Female,Married,0,High School,Retired,125156,750,97,2,1,1,1,1,0,428644,14209,32,1376,9623,13,3,3,1,3,1,0.11275698792140754,76,0
2815,51,Female,Widowed,1,Bachelor,Self-Employed,55036,370,96,1,1,1,1,1,0,115090,33795,66,3641,10994,5,1,14,3,0,0,0.30301645681107636,42,1
1129,46,Female,Single,0,Bachelor,Employed,156262,385,45,3,1,1,1,0,0,361450,29154,91,4140,12220,11,10,11,1,0,1,0.6830773179262786,107,1
1096,46,Female,Married,2,High School,Retired,192988,565,46,3,0,1,1,0,0,176405,46676,87,921,18097,15,19,18,1,1,1,0.2556827404623855,41,0
1554,75,Female,Single,1,High School,Self-Employed,155797,756,87,2,1,1,1,0,0,226316,25100,93,4957,11970,17,2,7,0,2,0,0.8446078670432494,173,1
1548,42,Female,Widowed,3,Bachelor,Retired,115044,579,6,4,1,1,1,0,0,607,44577,66,1995,1145,4,25,1,0,3,1,0.8789791840071259,104,1
2673,18,Female,Divorced,3,Bachelor,Self-Employed,21115,474,61,2,0,1,1,0,0,248768,3393,27,386,9827,2,4,3,3,1,0,0.4151791358982695,137,1
2201,39,Female,Divorced,4,Doctorate,Employed,96772,414,41,2,0,1,1,1,1,150772,41830,77,1575,501,10,5,18,4,2,2,0.5960268785292011,24,1
1806,53,Female,Widowed,2,Bachelor,Retired,69777,538,43,5,1,1,1,1,0,423667,47607,27,73,9636,4,22,7,3,1,0,0.766670301010248,117,1
2988,35,Female,Married,0,High School,Self-Employed,25741,647,22,4,0,1,0,1,0,375838,9072,78,3097,10340,19,27,3,2,0,1,0.3959555512242403,130,0
2734,24,Female,Married,3,Master,Employed,197218,597,31,2,1,1,1,0,0,475127,22584,47,4582,10361,17,22,1,4,2,0,0.07009177820026657,156,1
1993,73,Female,Married,3,Doctorate,Unemployed,117151,352,91,4,1,1,0,0,1,134482,14761,24,2697,6435,2,10,6,2,3,1,0.21491126973729469,165,1
2238,56,Female,Widowed,1,Bachelor,Retired,31219,712,110,2,1,1,1,1,0,307100,21646,22,4881,11957,16,5,15,2,3,1,0.5665942702381936,124,0
2725,69,Male,Single,4,High School,Employed,66835,686,50,2,1,0,1,1,0,283165,38179,26,633,11051,8,25,11,2,1,0,0.7762034672673319,86,0
1145,52,Male,Single,0,High School,Unemployed,66926,572,14,5,1,1,1,0,0,311449,8787,41,2868,1786,16,18,18,0,2,0,0.997321547722923,31,0
1451,50,Male,Married,2,Doctorate,Self-Employed,32213,570,44,3,1,0,1,1,0,193378,14063,41,2647,11511,19,16,8,4,4,0,0.3080207377625931,113,1
1746,26,Female,Widowed,0,Bachelor,Self-Employed,100857,403,116,3,1,0,1,0,1,144877,32631,75,3944,13807,9,8,0,2,3,1,0.9764584829794019,83,0
1133,42,Female,Married,1,Bachelor,Unemployed,64648,617,84,2,0,1,1,1,0,358145,22245,57,3361,2669,0,5,10,4,4,0,0.14532814198975608,147,1
2934,79,Male,Single,3,Master,Retired,88682,300,109,1,1,0,1,0,0,136742,19983,38,2726,16481,13,25,4,1,4,1,0.8885739847602917,126,1
2277,54,Female,Married,4,Bachelor,Unemployed,20386,479,25,4,1,1,0,1,0,60159,27374,48,2153,12661,5,9,7,2,4,2,0.3892501615756849,178,1
2612,23,Male,Widowed,4,Bachelor,Retired,148554,621,96,4,1,1,1,0,1,133025,18481,30,895,12075,7,4,4,0,4,0,0.9643700263517787,72,0
2116,37,Female,Married,1,High School,Self-Employed,73811,572,35,1,1,1,1,1,0,267958,26577,13,2140,8675,11,13,18,4,3,1,0.5818508840944658,85,0
1071,70,Female,Widowed,1,High School,Employed,175075,828,2,3,1,1,1,0,0,439903,32070,75,4793,12796,0,8,19,3,1,0,0.30516917180954906,89,0
2843,38,Female,Married,1,High School,Self-Employed,50346,473,64,3,0,1,1,0,1,487823,10975,52,268,16009,9,8,3,2,3,1,0.3533478592053255,179,1
1757,41,Female,Married,3,Bachelor,Employed,50177,631,44,4,1,1,1,0,0,226062,44966,64,1160,2282,8,2,6,4,3,2,0.28916826675920404,168,1
1313,69,Male,Divorced,0,Master,Unemployed,121531,556,82,3,1,1,0,1,1,259962,33821,11,4450,3215,4,16,17,3,4,1,0.1759093659975245,99,1
2888,79,Male,Married,2,Doctorate,Retired,126968,362,67,3,1,1,1,1,0,235427,49109,12,3869,3104,11,5,2,4,4,0,0.11107486464450422,38,1
2968,75,Female,Married,2,Bachelor,Unemployed,70812,607,93,2,0,1,1,0,0,96621,11006,13,4391,12382,9,28,12,4,1,0,0.8139739543824644,141,1
1573,21,Female,Single,2,Doctorate,Retired,33275,334,15,2,1,1,1,0,0,167727,11943,53,227,19114,4,3,15,3,1,0,0.9243453680396493,56,1
2587,43,Female,Married,0,High School,Self-Employed,57180,307,86,1,1,1,1,1,1,377275,35048,91,2536,2997,11,25,1,0,2,0,0.700045474579509,44,0
2198,32,Female,Divorced,3,Master,Self-Employed,47007,410,54,1,1,1,1,0,1,330977,3001,78,2672,18019,4,26,6,3,3,0,0.5990072127016558,65,1
2076,54,Male,Single,2,Doctorate,Unemployed,163572,659,90,4,0,1,1,1,0,453493,21494,3,529,15078,15,3,3,4,4,1,0.4572649252341735,68,0
1550,79,Male,Divorced,0,High School,Self-Employed,45192,523,116,2,0,1,1,0,0,299530,6623,52,1608,12961,5,29,3,0,4,2,0.7225240194678563,174,0
2542,21,Male,Married,2,Bachelor,Unemployed,86770,819,4,4,0,1,1,0,0,49408,14708,69,4894,1951,13,6,7,1,0,0,0.09201658454067141,134,1
2150,49,Male,Divorced,1,Master,Retired,104932,681,29,2,1,1,1,0,1,344619,9749,53,858,15297,13,7,11,0,0,1,0.26964136130502003,52,0
1471,54,Male,Widowed,1,High School,Self-Employed,47328,554,74,1,1,1,1,0,1,382375,10779,4,2941,1740,14,11,0,2,3,1,0.863036493244251,89,0
1509,57,Male,Divorced,4,High School,Retired,90864,619,63,2,1,1,1,0,1,259751,8403,99,857,6855,16,20,9,4,3,1,0.6663453434247923,20,0
2729,31,Female,Single,2,Bachelor,Unemployed,136062,503,16,1,1,1,0,1,1,182108,38964,89,1921,7239,10,23,10,4,3,2,0.12352393862188027,137,1
2830,23,Male,Single,1,Master,Unemployed,151732,402,88,5,1,1,0,0,0,427350,3921,80,3470,7111,14,16,14,3,2,2,0.5210482627829572,136,1
1607,75,Male,Single,1,Master,Employed,164811,559,33,2,1,1,0,1,0,284728,14260,65,673,10559,12,5,16,2,0,1,0.5001973458645037,50,0
1936,40,Male,Widowed,4,Master,Employed,21509,316,23,2,1,1,0,0,0,14432,47905,88,1782,4089,1,10,4,2,4,0,0.44742157231571866,91,1
1512,60,Female,Divorced,3,High School,Unemployed,109792,629,90,1,0,1,1,0,0,360069,3939,7,2777,12958,10,1,13,4,4,1,0.7282993156318094,67,0
2826,38,Female,Single,3,Master,Unemployed,168743,741,22,3,1,1,1,0,0,395600,29868,37,4870,5496,11,20,16,4,0,1,0.3045799978720354,178,1
1204,56,Male,Married,3,High School,Employed,157925,665,57,5,0,1,1,0,0,86951,5715,44,1592,18509,0,2,7,1,2,2,0.9209724692111524,39,0
2466,55,Female,Divorced,4,Master,Unemployed,39924,305,64,4,1,1,1,0,0,101101,46380,87,1235,11137,5,21,11,2,4,0,0.12635922497221597,31,0
2404,31,Female,Widowed,3,Bachelor,Employed,199166,825,60,2,0,1,1,0,0,82121,44808,76,1298,2492,5,19,17,2,4,1,0.8978194918410608,39,0
1572,56,Male,Widowed,3,Doctorate,Self-Employed,83190,408,7,4,1,1,1,1,1,206120,17312,25,3832,4551,18,4,8,2,3,0,0.4450410750575319,167,1
2417,42,Male,Divorced,4,High School,Employed,177779,330,17,2,1,1,1,0,1,2929,20408,75,1382,7748,15,10,16,2,0,1,0.3360012476334342,112,1
2602,60,Female,Divorced,3,Bachelor,Self-Employed,66978,420,5,5,1,1,1,0,0,270216,14107,8,3775,8460,0,28,14,0,4,2,0.048565231560116606,160,1
2656,57,Male,Single,2,High School,Unemployed,106928,632,18,1,1,1,1,0,0,330556,44438,93,4489,2307,18,26,10,1,2,0,0.7612452023882328,110,0
2538,29,Female,Divorced,1,Master,Retired,61787,733,64,5,0,1,0,1,0,243301,16448,70,2186,2863,15,6,4,4,0,0,0.9010898616597948,23,0
2751,22,Male,Widowed,3,Bachelor,Retired,94191,308,55,1,0,1,0,0,1,397392,8526,35,927,4559,13,27,1,0,1,1,0.5332845916687309,123,1
2146,49,Male,Widowed,0,Bachelor,Unemployed,78830,697,47,2,1,1,0,0,1,186252,25547,90,1982,2889,19,20,15,4,2,2,0.7013748988181361,91,1
1711,63,Male,Widowed,0,High School,Unemployed,46745,459,99,3,1,1,1,0,0,29402,47014,53,1959,19248,1,16,16,1,1,1,0.48173352789219914,146,1
1325,33,Male,Married,1,Doctorate,Retired,87853,647,86,4,1,1,1,0,1,172236,19851,55,4030,9795,6,1,11,3,3,2,0.260483715196548,53,0
1170,39,Female,Widowed,3,Doctorate,Retired,32397,438,6,1,1,1,1,0,1,121359,16344,52,4995,19264,8,11,19,1,1,0,0.5743724975451836,44,0
2145,20,Female,Married,4,Master,Self-Employed,175260,442,54,1,0,1,1,0,1,99978,6437,3,4955,11396,17,19,19,3,2,2,0.06293595440244149,29,1
2390,26,Male,Widowed,4,Bachelor,Employed,27399,356,13,3,0,1,1,0,0,286441,1703,52,2056,6150,16,29,13,0,4,2,0.662409852352776,115,1
2977,25,Male,Married,0,High School,Retired,65510,358,23,2,0,1,0,0,1,108540,43673,65,4305,19561,1,5,15,4,2,2,0.44692129183683904,33,1
1148,76,Female,Married,0,Doctorate,Retired,62531,672,115,2,0,1,0,0,0,481550,21449,91,759,11909,8,1,17,1,0,1,0.47508590856069444,81,0
2025,20,Female,Married,0,Bachelor,Self-Employed,112416,423,73,2,0,1,0,1,0,271691,29871,60,3488,4223,17,21,4,4,1,2,0.2320543216907468,65,1
2580,26,Male,Widowed,4,Bachelor,Employed,151637,675,104,4,0,1,1,1,1,239246,33071,71,3921,12897,3,27,9,3,0,0,0.9230302398747136,36,0
1614,71,Female,Single,4,Bachelor,Unemployed,188678,429,78,1,0,1,1,1,0,134802,14919,85,117,13302,10,15,13,1,2,2,0.024368092659163176,152,1
1832,61,Female,Widowed,2,Doctorate,Unemployed,125736,377,59,1,1,1,1,0,1,244849,27935,7,4012,14385,16,3,13,4,0,1,0.8422411390757014,173,1
1422,73,Male,Divorced,1,Master,Employed,59994,789,79,3,0,1,1,1,1,276364,9965,37,4937,3563,9,16,10,1,1,1,0.5980221877819584,78,0
1781,66,Female,Married,0,Doctorate,Employed,36105,641,24,1,1,1,1,0,0,135574,44324,70,1153,3233,19,12,15,4,4,0,0.4069610383190131,43,1
2916,47,Female,Divorced,4,High School,Unemployed,127954,763,113,3,1,1,1,0,0,416700,41443,60,563,10015,9,15,5,1,2,0,0.11828664875310468,20,0
1960,54,Male,Married,1,Doctorate,Retired,185029,495,26,1,1,1,0,0,1,109001,20787,28,659,5407,16,22,12,2,3,0,0.2089164168422768,133,1
2631,71,Male,Married,2,Master,Unemployed,129388,352,96,3,1,0,1,0,0,226592,5641,5,3461,9877,10,14,6,2,2,1,0.2504613689363586,29,0
1586,67,Male,Widowed,2,High School,Retired,52624,839,44,5,1,0,1,0,1,282764,17505,10,1640,15239,16,16,8,2,3,1,0.048630363914567654,87,0
1260,32,Male,Divorced,1,Doctorate,Unemployed,107154,722,41,1,1,1,0,1,0,172150,17862,63,261,18210,0,12,12,4,0,2,0.2513087239252463,77,0
1507,43,Female,Single,1,High School,Self-Employed,93535,791,99,4,1,1,1,0,0,77263,43776,93,4854,13175,7,5,0,1,1,1,0.6952364542449908,151,1
2251,58,Female,Married,3,High School,Unemployed,133135,740,74,5,1,0,1,0,0,458856,33332,96,327,11452,17,26,7,4,2,0,0.5051540948511833,150,1
2659,18,Female,Widowed,4,Bachelor,Retired,150417,320,52,5,1,1,0,1,0,313322,25970,13,4049,18179,7,8,19,1,4,1,0.780937261798164,69,0
1981,22,Female,Single,1,Master,Retired,59477,768,27,3,1,0,1,0,1,344629,25817,3,2948,5311,2,27,4,3,1,1,0.888497548549545,109,1
2117,41,Female,Married,1,Bachelor,Retired,24001,528,58,5,1,1,0,0,0,153960,29647,25,510,17249,11,15,17,1,1,0,0.07169088029543191,64,0
1249,23,Male,Married,0,Master,Unemployed,157844,465,102,2,1,1,1,1,1,266456,6870,93,3542,13204,0,10,12,3,2,2,0.43424339209904717,51,0
1489,42,Male,Married,1,Bachelor,Self-Employed,120434,558,56,4,1,1,1,1,1,85675,22708,2,4871,5327,7,11,12,2,0,0,0.6043506363040215,177,1
1632,68,Male,Married,3,Doctorate,Unemployed,107793,663,30,1,1,1,0,0,0,317073,8448,84,1188,15009,0,29,14,4,1,0,0.8305071529993908,59,0
2940,38,Female,Divorced,0,Doctorate,Employed,105973,743,92,2,0,1,1,1,1,53341,3045,30,3031,18287,5,5,5,0,4,2,0.8778714276763837,155,1
1668,27,Male,Divorced,3,Bachelor,Self-Employed,83295,801,55,1,1,1,0,0,1,257589,15058,39,1823,7113,5,19,4,3,3,0,0.4397828384907043,58,0
2211,31,Female,Single,1,High School,Retired,98210,558,16,3,1,1,0,0,1,42412,14322,69,3281,4704,7,6,10,1,0,2,0.4716894896213174,116,1
2772,39,Female,Married,2,Doctorate,Self-Employed,176290,402,75,3,1,1,1,1,0,46996,27076,40,243,12109,14,19,13,3,3,1,0.9488079760021272,114,1
2990,59,Male,Divorced,2,High School,Self-Employed,117091,673,101,4,1,1,1,0,0,410167,43456,56,3049,12964,9,19,3,1,0,2,0.6372564270700936,10,0
1843,44,Male,Single,2,Bachelor,Unemployed,91667,394,46,4,0,1,0,0,0,113100,41068,93,502,15688,17,23,4,4,1,0,0.311128182724423,57,1
2593,28,Female,Widowed,3,Doctorate,Unemployed,174195,492,114,3,0,1,0,1,0,231910,12677,19,4767,12670,11,8,16,2,0,2,0.9713792152580105,16,0
2841,34,Male,Divorced,1,Bachelor,Self-Employed,146417,350,9,3,1,1,1,1,0,129006,31564,29,3045,13163,8,16,12,3,2,0,0.7203283013294994,117,1
1809,33,Female,Single,0,Bachelor,Self-Employed,101060,633,4,3,1,1,1,1,1,155702,24931,20,2500,12898,9,26,7,0,0,0,0.8191193788839986,143,0
2820,75,Male,Single,2,Master,Self-Employed,103337,545,55,2,1,1,1,1,0,186143,3879,52,1449,2113,5,17,2,3,1,2,0.9426559327703732,100,1
2628,58,Female,Widowed,4,Doctorate,Employed,180449,668,115,2,1,1,1,0,0,411161,10042,31,2016,5304,19,9,13,0,0,1,0.8425655775019036,47,0
1049,79,Female,Divorced,1,Doctorate,Unemployed,173625,596,94,3,1,1,1,1,0,149417,33786,69,2758,16537,12,22,5,0,2,1,0.9578253849279492,47,0
1786,36,Female,Married,2,Bachelor,Retired,98097,761,28,5,0,0,1,0,1,283115,29147,74,441,3738,5,28,0,2,2,0,0.5835113447943,91,1
1638,45,Male,Widowed,1,Master,Employed,165800,343,25,2,1,0,0,0,0,461032,34528,5,4608,7497,4,15,5,1,1,1,0.48496078565339584,177,1
2101,77,Female,Widowed,0,Bachelor,Unemployed,177088,339,45,4,1,1,1,0,0,254816,13080,4,1596,6993,7,23,0,2,0,2,0.6843681516795805,85,0
1637,31,Female,Divorced,4,Master,Self-Employed,26475,844,111,2,1,1,1,1,0,452776,27974,13,3891,18230,3,29,16,1,4,2,0.9729620002935639,160,0
1086,67,Female,Single,0,High School,Retired,169967,464,81,2,1,1,1,0,1,322411,47422,81,3539,8550,11,17,13,4,4,1,0.4881389226644176,30,1
1837,63,Male,Widowed,1,Doctorate,Employed,171756,557,8,5,1,1,1,0,0,92013,35288,86,3364,16966,19,19,15,4,4,0,0.3851976665764465,121,1
1062,35,Male,Divorced,1,Bachelor,Retired,154704,640,13,5,1,1,1,1,1,459966,8240,43,2856,10901,15,5,17,4,1,0,0.9846659793742694,135,1
1562,60,Male,Single,1,Master,Self-Employed,139641,694,66,2,1,1,1,0,1,87051,35985,50,3156,9637,5,29,13,2,0,1,0.7680770302502391,167,1
1420,65,Female,Married,3,Bachelor,Unemployed,117295,754,29,2,1,1,0,0,0,423217,22954,50,1034,6778,3,24,1,4,2,0,0.3254411318286087,104,1
1830,27,Female,Married,1,Bachelor,Self-Employed,175887,733,16,3,1,1,1,1,0,482492,30437,29,1928,17502,16,13,18,4,3,1,0.9109904866231651,64,0
1159,51,Male,Widowed,4,Master,Retired,185542,481,106,5,0,1,1,0,0,412291,24452,87,2192,11270,5,23,5,1,2,0,0.9185304517857847,101,1
1845,19,Female,Single,3,Bachelor,Self-Employed,82894,540,79,1,1,1,0,0,1,20656,13459,50,442,5989,15,0,8,4,2,2,0.8037570560137598,99,1
1543,19,Female,Widowed,1,Doctorate,Unemployed,145555,693,77,4,0,1,0,1,1,176946,8633,66,2336,14230,19,5,5,1,1,0,0.872043181875494,130,0
2890,62,Male,Married,4,Master,Self-Employed,151565,603,3,3,0,1,0,0,0,444391,30211,18,141,8963,16,13,13,2,1,0,0.11905632455318738,93,0
2913,61,Male,Widowed,4,Master,Unemployed,95582,671,95,5,1,1,1,1,1,389694,45422,71,1541,17049,2,26,7,2,2,0,0.43274182566237296,35,0
2494,46,Female,Single,2,Master,Employed,67573,658,62,3,1,1,1,0,0,107780,48156,83,673,13932,4,11,16,0,2,1,0.4507238033908041,1,0
1876,79,Female,Single,1,Master,Self-Employed,195746,478,54,4,1,1,0,1,0,477364,29675,23,324,8268,3,16,19,2,2,2,0.6103091184681755,148,1
2658,35,Female,Single,3,Doctorate,Self-Employed,43772,769,99,2,1,1,1,0,0,257655,3071,12,4991,4923,17,12,17,3,2,2,0.995887906864061,154,1
1552,39,Male,Divorced,1,High School,Retired,158518,431,78,1,1,1,1,1,0,455868,11234,60,691,15203,19,26,16,2,3,0,0.6358734807339168,35,0
1695,78,Male,Widowed,3,Master,Employed,53371,531,57,5,1,1,0,1,0,348625,40855,66,1163,17876,13,10,1,3,0,1,0.746802092290868,140,1
2516,27,Male,Single,2,Bachelor,Self-Employed,111916,519,108,3,1,0,0,1,0,26025,28870,61,1366,18426,3,14,4,4,2,0,0.9699314443756607,53,1
2675,46,Male,Married,0,Doctorate,Employed,89109,540,30,2,1,1,1,0,0,433479,15091,58,4055,1411,15,4,6,0,1,0,0.6275857663306518,88,0
2149,46,Female,Single,4,Doctorate,Unemployed,53697,669,55,1,0,1,1,1,0,74514,46045,35,191,17347,16,3,6,2,1,0,0.4898170878669137,142,1
1583,69,Male,Widowed,2,Doctorate,Unemployed,106590,509,41,2,1,1,0,0,0,298277,21498,12,3135,7775,3,26,7,3,2,2,0.16148910528977278,37,0
1631,33,Female,Married,1,Doctorate,Self-Employed,67734,723,24,5,1,1,1,0,1,132915,23594,95,3371,7299,9,9,16,4,0,2,0.41023123363722536,44,1
2305,48,Male,Married,3,Doctorate,Employed,116090,436,117,4,0,1,1,0,1,455612,7604,7,3438,1578,4,5,9,0,4,0,0.60008411190417,33,0
1810,74,Male,Single,2,Doctorate,Unemployed,33285,412,5,2,1,1,0,0,0,182308,35639,70,1446,14494,11,5,16,3,2,2,0.14183682948502274,8,1
1774,37,Male,Married,3,High School,Employed,168362,701,103,4,1,1,1,0,1,300016,39559,64,4495,14471,8,14,11,1,3,0,0.3469265402569732,15,0
2077,38,Female,Divorced,0,Bachelor,Retired,162617,359,14,5,1,1,1,0,0,393675,2345,93,2740,19140,3,8,7,0,1,2,0.1900984679404768,68,0
1869,71,Male,Single,1,Bachelor,Employed,89687,782,37,2,0,1,1,1,0,406896,15201,91,227,11120,5,24,4,4,1,1,0.020327900145589828,96,1
1248,56,Female,Divorced,0,Bachelor,Retired,176810,647,56,2,1,1,1,1,0,141786,7005,33,599,14018,0,5,11,3,4,1,0.1487797355223065,130,1
2991,56,Male,Divorced,1,Master,Self-Employed,48690,715,15,1,1,1,1,0,0,238047,45687,69,2067,11563,12,14,17,1,3,2,0.3342440692917761,23,0
1529,53,Male,Single,2,Doctorate,Employed,134634,845,49,4,0,0,1,1,0,13699,48369,11,3568,10291,14,10,9,3,1,2,0.8309914147375028,150,1
1131,62,Male,Divorced,1,Bachelor,Unemployed,125366,483,16,4,0,1,1,0,0,292383,39906,41,821,5040,6,23,0,3,3,2,0.8704303124508254,53,1
1625,39,Female,Married,0,Bachelor,Employed,183944,780,116,4,1,1,1,0,0,207527,28375,59,3957,17064,5,17,1,1,2,2,0.49652407456516856,80,0
1544,49,Female,Single,2,High School,Retired,164735,774,33,5,1,1,1,0,0,130025,9312,75,2808,13089,18,26,17,1,2,0,0.1610986476464219,131,1
2450,20,Female,Married,3,Bachelor,Employed,172540,451,76,1,1,1,0,1,0,364591,16515,47,4856,6540,6,2,8,4,0,0,0.0744353226972978,70,1
2924,76,Female,Widowed,2,Doctorate,Unemployed,185043,669,57,1,0,1,1,0,0,383532,10740,40,3793,9805,4,9,18,2,1,1,0.7396065329465973,145,0
2493,32,Female,Widowed,0,Bachelor,Employed,46797,727,65,1,1,1,0,0,0,231746,35262,95,884,2384,2,20,4,0,1,0,0.38064442395943465,60,0
1921,37,Female,Widowed,4,High School,Retired,79949,672,18,2,0,1,1,0,0,23968,47280,51,2122,14266,7,25,15,3,3,2,0.26399872185388884,143,1
2956,62,Female,Divorced,1,Bachelor,Self-Employed,33406,333,39,3,1,1,1,0,0,102591,28116,76,1634,7385,18,17,1,1,4,0,0.12978076729942423,62,0
2178,43,Female,Single,1,Doctorate,Retired,144121,771,15,2,1,1,1,1,1,205936,15150,79,3545,10060,9,22,10,1,3,0,0.630073929696232,59,0
2184,73,Male,Single,4,High School,Retired,77730,312,64,3,1,1,1,0,0,86379,1983,55,3158,5549,9,22,9,3,2,1,0.0006488695772243203,167,1
2414,43,Male,Divorced,4,Master,Unemployed,106105,359,29,1,0,1,1,1,0,274166,28382,27,328,8328,17,27,13,0,4,0,0.6558644141148927,42,0
2613,70,Female,Widowed,1,High School,Employed,143777,365,36,4,1,1,1,0,0,70499,11718,95,4235,18728,9,2,11,3,1,2,0.6180841171113408,56,1
1577,69,Male,Single,0,High School,Employed,134110,542,67,4,1,1,1,0,0,452725,6805,60,4936,2783,17,4,4,3,2,1,0.09069342419333482,174,1
2035,38,Female,Married,1,Doctorate,Retired,53545,419,109,3,0,1,1,0,0,178184,6901,71,3980,12069,13,11,10,3,3,2,0.6527471444642627,79,1
1208,46,Female,Single,0,Doctorate,Employed,114154,736,86,5,1,1,1,0,0,77567,44394,82,3053,19284,0,25,8,1,1,2,0.21706765713834264,52,0
1218,59,Male,Widowed,0,Doctorate,Self-Employed,102809,758,81,3,1,1,1,0,0,84727,41123,24,3827,8293,16,8,0,1,0,1,0.8032600149042091,51,0
1255,50,Female,Widowed,3,Bachelor,Employed,116433,765,64,5,1,1,1,0,0,35215,46813,82,3548,17871,18,23,12,4,2,0,0.32724176838701946,82,0
1412,78,Male,Single,3,Bachelor,Retired,129264,398,77,1,0,0,0,1,1,469640,46428,13,1998,11683,16,27,4,2,4,0,0.284142617729526,137,1
2079,19,Male,Divorced,3,Master,Employed,156313,669,98,5,1,1,1,1,1,384814,15330,66,3130,7921,5,11,5,4,2,2,0.7377858893529983,128,1
1816,56,Female,Married,3,High School,Employed,173463,516,78,5,1,1,1,0,1,258744,36103,83,1928,13453,12,16,16,1,4,1,0.4758716964558656,34,0
2105,68,Female,Widowed,1,High School,Employed,165093,764,81,1,1,1,1,0,0,277879,10341,21,4256,13001,19,27,10,4,2,0,0.02703883335668411,114,1
2037,26,Male,Single,4,Doctorate,Employed,55790,398,110,5,1,1,1,0,1,142466,3215,55,2270,16705,5,20,10,2,0,0,0.8320471375672782,0,0
1588,59,Male,Divorced,3,Doctorate,Self-Employed,133766,565,13,1,0,1,1,1,0,462485,25744,60,1162,19145,3,27,3,0,1,1,0.7659298421692087,77,0
1622,78,Female,Divorced,3,High School,Self-Employed,78643,647,65,5,0,1,0,0,0,61320,27173,9,1869,13305,17,16,16,4,1,0,0.8312635997424137,68,0
